id,nazivu,univerzitet,naziv,nivo,trajanje,polje,zvanje,skolarina,skolarina2,bs1,bs2,bs3,bs4,bs5,bs6,bs,ss1,ss2,ss3,ss4,ss5,ss6,ss,sss1,sss2,sss3,sss4,sss5,sss6,sss,studenata,zstudenata,espb_budzet,espb_samo
66,Пољопривредни факултет,Универзитет у Новом Саду,Пољопривредна техника,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер пољопривреде,63800,2000,28,12,9,17,,,66,3,4,5,37,,,49,0,0,0,0,,,0,115,10,1606,491
66,Пољопривредни факултет,Универзитет у Новом Саду,"Уређење, коришћење и заштита вода",Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер пољопривреде,63800,2000,25,9,6,16,,,56,4,3,10,21,,,38,0,0,0,0,,,0,94,12,1884,474
66,Пољопривредни факултет,Универзитет у Новом Саду,Хортикултура,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер пољопривреде,74800,2000,21,9,15,16,,,61,5,3,1,30,,,39,0,0,0,0,,,0,100,9,1004,602
66,Пољопривредни факултет,Универзитет у Новом Саду,Агроиндустријско инжењерство,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер пољопривреде,74800,2000,15,8,2,7,,,32,1,1,7,1,,,10,0,0,0,0,,,0,42,0,376,0
66,Пољопривредни факултет,Универзитет у Новом Саду,Агроекологија и заштита животне средине,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер пољопривреде,74800,2000,27,6,8,35,,,76,10,10,4,43,,,67,0,0,0,0,,,0,143,14,2666,1445
66,Пољопривредни факултет,Универзитет у Новом Саду,Органска пољопривреда,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер пољопривреде,74800,2000,30,10,6,42,,,88,13,14,9,38,,,74,0,0,0,0,,,0,162,10,4188,914
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,одевне технологије,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер технологије,75000,1500,,,,23,,,23,,,,2,,,2,,,,0,,,0,25,26,2812,507
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,одевно инжењерство,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер технологије,80000,1500,20,27,19,23,,,89,3,4,2,2,,,11,0,0,0,0,,,0,100,0,2341,523
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,машинско инжењерство,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер машинства,80000,1500,19,14,7,19,,,59,1,2,7,6,,,16,0,0,0,0,,,0,75,0,1321,476
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,Инжењерство заштите животне средине,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер заштите животне средине,80000,1500,26,20,20,14,,,80,3,3,6,1,,,13,0,0,0,0,,,0,93,12,3632,924
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,инжењерски менаџмент,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер менаџмента,80000,1500,45,47,34,47,,,173,4,8,8,16,,,36,0,0,0,0,,,0,209,91,10472,4287
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,индустријско инжењерство,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер индустријског инжењерства,75000,1500,,,,,,,0,,,,,,,0,,,,,,,0,0,23,2203,1505
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,машинско инжењерство,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер машинства,80000,1500,14,,,,,,14,5,,,,,,5,2,,,,,,2,21,16,487,379
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,одевно инжењерство,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер технологије,80000,1500,9,,,,,,9,7,,,,,,7,0,,,,,,0,16,12,404,352
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,инжењерство застите зивотне средине,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер заштите животне средине,80000,1500,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,1,0,119
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,инжењерски менаџмент,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер менаџмента,80000,1500,14,,,,,,14,5,,,,,,5,1,,,,,,1,20,20,598,884
70,"Технички факултет Михајло Пупин, Зрењанин",Универзитет у Новом Саду,инжењерски менаџмент-докторске студије,Докторске академске,180,Техничко-технолошке науке,Доктор наука индустријско инжењерство / инжењерски менаџмент,200000,4500,5,6,0,,,,11,3,2,4,,,,9,0,0,0,,,,0,20,0,225,495
62,Факултет техничких наука,Универзитет у Новом Саду,Архитектура (SAS),Спец. академске,90,Техничко-технолошке науке,Специјалиста инжењер архитектуре,200000,4000,0,0,,,,,0,0,2,,,,,2,0,0,,,,,0,2,0,0,70
62,Факултет техничких наука,Универзитет у Новом Саду,Индустијско инжењерство (SAS),Спец. академске,90,Техничко-технолошке науке,Специјалиста инжењер индустријског инжењерства,200000,4000,0,0,,,,,0,0,0,,,,,0,0,0,,,,,0,0,0,0,0
62,Факултет техничких наука,Универзитет у Новом Саду,Инжењерство заштите животне средине (SAS),Спец. академске,90,Техничко-технолошке науке,Специјалиста инжењер заштите животне средине,200000,4000,0,0,,,,,0,1,1,,,,,2,0,0,,,,,0,2,1,0,48
62,Факултет техничких наука,Универзитет у Новом Саду,Инжењерски менаџмент (SAS),Спец. академске,90,Техничко-технолошке науке,Специјалиста инжењер менаџмента,200000,4000,0,0,,,,,0,1,5,,,,,6,0,0,,,,,0,6,1,0,232
66,Пољопривредни факултет,Универзитет у Новом Саду,Менаџмент вода у пољопривреди,Мастер академске,60,Техничко-технолошке науке,Мастер инжењер пољопривреде,84700,3000,1,,,,,,1,,,,,,,0,,,,,,,0,1,0,0,0
71,Технолошки факултет,Универзитет у Новом Саду,Инжењерство материјала,Основне академске,240,Техничко-технолошке науке,Дипломирани инжењер технологије,65000,3000,19,10,7,10,,,46,10,1,1,28,,,40,0,0,0,0,,,0,86,5,748,600
71,Технолошки факултет,Универзитет у Новом Саду,Козметичка технологија,Спец. академске,60,Техничко-технолошке науке,Специјалиста инжењер технологије,90000,4000,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
62,Факултет техничких наука,Универзитет у Новом Саду,Инжењерство иновација (MAS),Мастер академске,60,Техничко-технолошке науке,Мастер инжењер менаџмента,100000,3000,2,,,,,,2,9,,,,,,9,0,,,,,,0,11,1,0,656
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Физика,Мастер академске,60,Природно-математичке науке,Мастер физичар,54450,5000,12,,,,,,12,9,,,,,,9,,,,,,,0,21,14,453,54
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Дипломирани биолог,Основне академске,244,Природно-математичке науке,Дипломирани биолог,90750,2000,55,53,64,128,,,300,38,30,22,126,,,216,,,,,,,0,516,33,12372,3081
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Дипломирани професор биологије,Основне академске,240,Природно-математичке науке,Дипломирани биолог,90750,2000,35,11,13,35,,,94,24,20,6,29,,,79,,,,,,,0,173,4,3730,1121
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије - Дипломирани еколог,Основне академске,242,Природно-математичке науке,Дипломирани еколог,90750,2000,45,31,16,44,,,136,18,24,26,72,,,140,,,,,,,0,276,22,5919,2169
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Физика,Основне академске,240,Природно-математичке науке,Дипломирани физичар,54450,2000,39,7,8,25,,,79,23,16,18,81,,,138,,,,1,,,1,218,18,3503,1565
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Професор физике,Основне академске,240,Природно-математичке науке,Дипломирани физичар,54450,2000,9,5,4,14,,,32,3,9,12,32,,,56,,,,,,,0,88,18,1585,845
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије хемије - контрола квалитета и управљање животном средином,Основне академске,240,Природно-математичке науке,Дипломирани хемичар,107690,2000,26,20,5,32,,,83,9,8,16,38,,,71,,,,,,,0,154,26,4765,578
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије биохемије,Основне академске,240,Природно-математичке науке,Дипломирани биохемичар,107690,2000,30,26,16,26,,,98,4,2,12,21,,,39,,,,,,,0,137,23,4658,635
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије заштите животне средине - Аналитичар заштите животне средине,Основне академске,240,Природно-математичке науке,Дипломирани аналитичар заштите животне средине,107690,2000,6,27,16,35,,,84,0,4,2,22,,,28,,,,,,,0,112,16,4839,543
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Информатика,Основне академске,180,Природно-математичке науке,Информатичар,77440,2000,30,11,16,,,,57,17,22,36,,,,75,,,,,,,0,132,6,2248,1262
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Дипломирани информатичар,Основне академске,240,Природно-математичке науке,Дипломирани информатичар,77440,2000,50,30,38,65,,,183,11,13,16,77,,,117,,,,,,,0,300,22,7683,1874
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Мастер биолог,Мастер академске,60,Природно-математичке науке,Мастер биолог,90750,5000,41,,,,,,41,46,,,,,,46,1,,,,,,1,88,40,1009,288
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Мастер еколог,Мастер академске,60,Природно-математичке науке,Мастер еколог,90750,2000,9,,,,,,9,15,,,,,,15,,,,,,,0,24,9,468,62
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије биохемије,Мастер академске,60,Природно-математичке науке,Мастер биохемичар,107690,5000,12,,,,,,12,15,,,,,,15,,,,,,,0,27,14,460,84
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије хемије,Мастер академске,60,Природно-математичке науке,Мастер хемичар,107690,5000,63,,,,,,63,28,,,,,,28,1,,,,,,1,92,65,2141,371
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије заштите животне средине - Аналитичар заштите животне средине,Мастер академске,60,Природно-математичке науке,Мастер аналитичар заштите животне средине,107690,5000,12,,,,,,12,11,,,,,,11,,,,,,,0,23,20,583,11
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Математика,Мастер академске,120,Природно-математичке науке,Мастер математичар,54450,1000,4,4,,,,,8,0,2,,,,,2,,1,,,,,1,11,16,205,16
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Примењена математика,Мастер академске,120,Природно-математичке науке,Мастер математичар,77440,1000,21,20,,,,,41,8,51,,,,,59,,,,,,,0,100,22,1784,363
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Информатике,Мастер академске,120,Природно-математичке науке,Мастер информатичар,77440,5000,0,5,,,,,5,3,21,,,,,24,,,,,,,0,29,17,1199,204
68,Природно-математички факултет,Универзитет у Новом Саду,Специјалистичке академске студије биохемије,Спец. академске,60,Природно-математичке науке,Специјалиста биохемичар,150000,5000,0,,,,,,0,0,,,,,,0,,,,,,,0,0,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Докторске академске студије Доктор наука - еколошке науке,Докторске академске,180,Природно-математичке науке,Доктор наука еколошке науке,150000,5000,4,3,7,,,,14,0,0,26,,,,26,0,0,,,,,0,40,1,570,495
68,Природно-математички факултет,Универзитет у Новом Саду,Докторске академске студије Доктор наука - биолошке науке,Докторске академске,180,Природно-математичке науке,Доктор наука - биолошке науке,150000,5000,5,3,7,,,,15,5,1,27,,,,33,,,,,,,0,48,6,825,405
68,Природно-математички факултет,Универзитет у Новом Саду,Докторске академске студије Физика,Докторске академске,180,Природно-математичке науке,Доктор наука – физичке науке,150000,5000,5,5,2,,,,12,11,1,8,,,,20,0,1,0,,,,1,33,2,180,225
68,Природно-математички факултет,Универзитет у Новом Саду,Доктор наука - Гео-науке - туризам,Докторске академске,180,Природно-математичке науке,Доктор наука гео-науке,150000,5000,2,3,1,,,,6,2,0,17,,,,19,,,0,,,,0,25,4,443,333
68,Природно-математички факултет,Универзитет у Новом Саду,Доктор наука - гео-науке,Докторске академске,180,Природно-математичке науке,Доктор наука гео-науке,150000,5000,1,5,4,,,,10,2,2,12,,,,16,,,1,,,,1,27,3,220,431
68,Природно-математички факултет,Универзитет у Новом Саду,Докторске академске студије хемије,Докторске академске,180,Природно-математичке науке,Доктор наука - хемијске науке,150000,5000,4,6,3,,,,13,5,2,19,,,,26,,,,,,,0,39,3,575,140
68,Природно-математички факултет,Универзитет у Новом Саду,Докторске академске студије Биохемије,Докторске академске,180,Природно-математичке науке,Доктор наука биохемијске науке,150000,5000,2,3,0,,,,5,1,0,6,,,,7,,,,,,,0,12,2,180,140
68,Природно-математички факултет,Универзитет у Новом Саду,Докторске академске студије заштите животне средине,Докторске академске,180,Природно-математичке науке,Доктор наука науке о заштити животне средине,150000,5000,3,2,2,,,,7,0,0,16,,,,16,,,,,,,0,23,2,675,185
68,Природно-математички факултет,Универзитет у Новом Саду,Докторске академске студије Математика,Докторске академске,180,Природно-математичке науке,Доктор наука - математичке науке,150000,5000,1,2,3,,,,6,1,7,14,,,,22,0,0,3,,,,3,31,3,250,470
68,Природно-математички факултет,Универзитет у Новом Саду,Докторске академске студије Информатика,Докторске академске,180,Природно-математичке науке,Доктор наука рачунарске науке,150000,5000,2,5,0,,,,7,1,4,10,,,,15,,,2,,,,2,24,0,123,96
68,Природно-математички факултет,Универзитет у Новом Саду,"Докторске академске студије Методика наставе природних наука, математике и рачунарства",Докторске академске,180,Природно-математичке науке,Доктор наука методика наставе,150000,5000,3,3,5,,,,11,5,3,17,,,,25,0,0,2,,,,2,38,4,45,435
68,Природно-математички факултет,Универзитет у Новом Саду,"Интегрисане академске студије двопредметне наставе природних наука, математике и рачунарства",Интегр. академске,300,Природно-математичке науке,Дипломирани професор информатике и математике,54450,2000,0,0,0,0,9,,9,1,1,4,6,37,,49,,,,,,,0,58,1,408,606
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Дипломирани географ,Основне академске,240,Природно-математичке науке,Дипломирани географ,54450,2000,10,10,6,13,,,39,10,10,8,17,,,45,,,,,,,0,84,1,1471,1162
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Дипломирани професор географије,Основне академске,240,Природно-математичке науке,Дипломирани професор географије,54450,2000,19,7,9,16,,,51,12,20,30,146,,,208,,,,,,,0,259,26,2703,4182
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Математика,Основне академске,180,Природно-математичке науке,Математичар,54450,2000,33,18,35,,,,86,27,30,121,,,,178,,,,,,,0,264,44,5429,2715
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Дипломирани професор математике,Основне академске,240,Природно-математичке науке,Дипломирани професор математике,54450,2000,25,11,17,47,,,100,26,28,32,146,,,232,1,,,,,,1,333,19,5663,3865
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Мастер професор биологије,Мастер академске,60,Природно-математичке науке,Мастер професор биологије,90750,5000,0,,,,,,0,7,,,,,,7,,,,,,,0,7,22,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије репродуктивне биологије,Мастер академске,90,Природно-математичке науке,Мастер репродуктивни биолог - ембриолог,118000,5000,0,0,,,,,0,17,11,,,,,28,,0,,,,,0,28,6,0,397
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Мастер професор физике,Мастер академске,60,Природно-математичке науке,Мастер професор физике,54450,5000,12,,,,,,12,9,,,,,,9,1,,,,,,1,22,5,211,157
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Мастер географ,Мастер академске,60,Природно-математичке науке,Мастер географ,107690,5000,10,,,,,,10,10,,,,,,10,3,,,,,,3,23,9,135,352
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Мастер професор географије,Мастер академске,60,Природно-математичке науке,Мастер професор географије,54450,5000,20,,,,,,20,9,,,,,,9,,,,,,,0,29,21,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Мастер професор математике,Мастер академске,120,Природно-математичке науке,Мастер математичар,54450,1000,1,9,,,,,10,2,25,,,,,27,,,,,,,0,37,5,256,104
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Настава информатике,Мастер академске,120,Природно-математичке науке,Мастер информатичар,77440,5000,0,0,,,,,0,0,10,,,,,10,,,,,,,0,10,1,213,5
68,Природно-математички факултет,Универзитет у Новом Саду,Специјалистичке академске студије хемије,Спец. академске,60,Природно-математичке науке,Специјалиста хемичар,150000,5000,0,,,,,,0,0,,,,,,0,,,,,,,0,0,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије екологије,Основне академске,180,Природно-математичке науке,Еколог,90750,2000,44,35,31,41,,,151,11,12,18,96,,,137,,,,,,,0,288,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије биологије,Основне академске,180,Природно-математичке науке,Биолог,90750,2000,55,42,56,105,,,258,26,47,33,163,,,269,1,,3,2,,,6,533,0,0,19
68,Природно-математички факултет,Универзитет у Новом Саду,Специјалистичке академске студије заштите животне средине,Спец. академске,60,Природно-математичке науке,Струковни аналитичар заштите животне средине,150000,5000,,,,,,,0,1,,,,,,1,,,,,,,0,1,1,0,25
68,Природно-математички факултет,Универзитет у Новом Саду,Специјалистичке академске студије методике наставе хемије,Спец. академске,60,Природно-математичке науке,Специјалиста хемичар,150000,5000,0,,,,,,0,1,,,,,,1,,,,,,,0,1,1,0,35
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије менаџмента,Мастер академске,120,Природно-математичке науке,Мастер менаџер,107690,5000,,,,,,,0,,4,,,,,4,,,,,,,0,4,9,0,66
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије хемије,Основне академске,240,Природно-математичке науке,Дипломирани хемичар,107690,2000,56,57,36,71,,,220,6,15,20,67,,,108,,,,,,,0,328,46,11490,1235
68,Природно-математички факултет,Универзитет у Новом Саду,Mass-aplied mathematics: data science/примењена математика-наука о подацима,Мастер академске,120,Природно-математичке науке,Мастер математичар,118000,1000,13,,,,,,13,4,,,,,,4,1,,,,,,1,18,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Докторска школа математике,Докторске академске,180,Природно-математичке науке,Доктор наука - математичке науке,150000,5000,3,0,,,,,3,3,1,,,,,4,,,,,,,0,7,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије-Информационе технологије,Основне академске,240,Природно-математичке науке,Дипломирани информатичар,77440,2000,70,41,36,52,,,199,27,31,36,80,,,174,,,,,,,0,373,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Професор физике,Основне академске,240,Природно-математичке науке,Дипломирани професор физике,54450,2000,7,4,6,6,,,23,3,4,14,31,,,52,,,,,,,0,75,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије-Географија,Основне академске,240,Природно-математичке науке,Дипломирани географ,54450,2000,10,7,8,9,,,34,11,8,11,26,,,56,,,,,,,0,90,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Рачунарске науке,Основне академске,180,Природно-математичке науке,Информатичар,77440,2000,29,12,8,5,,,54,8,3,26,12,,,49,,,,,,,0,103,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Интегрисане академске студије мастер професор биологије,Интегр. академске,300,Природно-математичке науке,Мастер професор биологије,90750,5000,22,0,2,4,5,,33,1,1,0,3,6,,11,,,,,,,0,44,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије-рачунарске науке,Мастер академске,120,Природно-математичке науке,Мастер информатичар,77440,1000,9,3,,,,,12,2,13,,,,,15,,,,,,,0,27,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије-Информационе технологије,Мастер академске,60,Природно-математичке науке,Мастер информатичар,77440,1000,21,0,,,,,21,2,21,,,,,23,1,,,,,,1,45,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Интегрисане академске студије мастер професор физике,Интегр. академске,300,Природно-математичке науке,Мастер професор физике,54450,2000,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Интегрисане академске студије мастер професор математике,Интегр. академске,300,Природно-математичке науке,Мастер професор математике,54450,2000,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије професор географије,Основне академске,240,Природно-математичке науке,Дипломирани професор географије,54450,2000,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Основне академске студије Туризам,Основне академске,240,Природно-математичке науке,Дипломирани менаџер,107690,2000,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
68,Природно-математички факултет,Универзитет у Новом Саду,Мастер академске студије Туризам,Мастер академске,60,Природно-математичке науке,Мастер менаџер,107690,5000,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
65,Медицински факултет,Универзитет у Новом Саду,Основне академске студије здравствене неге,Основне академске,240,Медицинске науке,Организатор здравствене неге,88000,2000,36,34,47,44,0,0,161,13,18,7,4,0,0,42,0,0,0,0,0,0,0,203,34,10102,1751
65,Медицински факултет,Универзитет у Новом Саду,Основне струковне студије здравствене неге,Основне струковне,180,Медицинске науке,Струковна медицинска сестра,88000,2000,35,26,25,0,0,0,86,18,14,8,0,0,0,40,0,0,0,0,0,0,0,126,24,3124,1930
65,Медицински факултет,Универзитет у Новом Саду,Докторске академске студије-Клиничка истраживања,Докторске академске,180,Медицинске науке,Доктор медицинских наука,110000,2500,19,0,0,0,0,0,19,33,76,65,0,0,0,174,4,0,2,0,0,0,6,199,42,1124,10693
65,Медицински факултет,Универзитет у Новом Саду,Интегрисане академске студије медицине,Интегр. академске,360,Медицинске науке,Доктор медицине,110000,3600,184,161,185,157,177,172,1036,163,96,108,162,37,108,674,2,0,4,5,6,2,19,1729,179,51179,15058
65,Медицински факултет,Универзитет у Новом Саду,Интегрисане академске студије медицине на енглеском језику,Интегр. академске,360,Медицинске науке,Доктор медицине,5500,5500,0,0,0,0,0,0,0,20,2,6,7,6,1,42,39,22,25,13,20,9,128,170,7,0,7682
65,Медицински факултет,Универзитет у Новом Саду,Интегрисане академске студије стоматологије,Интегр. академске,300,Медицинске науке,Доктор стоматологије,160000,3600,45,21,42,40,48,0,196,13,57,37,21,4,0,132,0,0,3,1,0,0,4,332,55,11156,4282
65,Медицински факултет,Универзитет у Новом Саду,Интегрисане академске студије стоматологије на енглеском језику,Интегр. академске,300,Медицинске науке,Доктор стоматологије,5500,5500,0,0,0,0,0,0,0,5,4,2,3,1,0,15,18,21,8,8,7,0,62,77,1,0,2604
65,Медицински факултет,Универзитет у Новом Саду,Интегрисане академске студије фармације ,Интегр. академске,300,Медицинске науке,Магистар фармације,160000,3600,55,67,54,72,73,0,321,36,36,47,12,9,0,140,0,0,0,0,0,0,0,461,84,19247,4123
65,Медицински факултет,Универзитет у Новом Саду,Интегрисане академске студије фармације на енглеском језику,Интегр. академске,300,Медицинске науке,Магистар фармације,5500,5500,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,2,0,1,0,3,6,1,0,635
65,Медицински факултет,Универзитет у Новом Саду,Основне академске студије медицинске рехабилитације,Основне академске,240,Медицинске науке,Дипломирани терапеут рехабилитације,88000,2000,27,31,36,37,0,0,131,23,15,10,11,0,0,59,0,0,0,0,0,0,0,190,38,6908,2572
65,Медицински факултет,Универзитет у Новом Саду,Мастер академске студије здравствене неге,Мастер академске,60,Медицинске науке,Мастер медицинска сестра,88000,2000,5,0,0,0,0,0,5,19,0,0,0,0,0,19,0,0,0,0,0,0,0,24,10,227,667
65,Медицински факултет,Универзитет у Новом Саду,Докторске академске студије-Јавно здравље,Докторске академске,180,Медицинске науке,Доктор медицинских наука,110000,2500,4,0,0,0,0,0,4,2,9,19,0,0,0,30,0,0,0,0,0,0,0,34,2,240,1455
65,Медицински факултет,Универзитет у Новом Саду,Докторске академске студије -Претклиничка истраживања,Докторске академске,240,Медицинске науке,Доктор медицинских наука,110000,2500,2,0,0,0,0,0,2,5,4,4,4,0,0,17,2,0,0,0,0,0,2,21,0,120,741
67,Департман за ветеринарску медицину на Пољопривредном факултету,Универзитет у Новом Саду,Ветеринарска медицина,Интегр. академске,300,Медицинске науке,Доктор ветеринарске медицине,125400,3000,51,41,34,34,56,0,216,21,9,27,17,160,0,234,0,0,1,0,0,0,1,451,66,7501,2091
67,Департман за ветеринарску медицину на Пољопривредном факултету,Универзитет у Новом Саду,Ветеринарска медицина,Докторске академске,180,Медицинске науке,Доктор медицинских наука ветеринарска медицина,150000,4000,7,9,7,,,,23,3,0,17,,,,20,0,0,0,,,,0,43,0,186,114
65,Медицински факултет,Универзитет у Новом Саду,Докторске академске студије-Биомедицински инжењеринг,Докторске академске,180,Медицинске науке,Доктор медицинских наука,110000,2500,0,0,0,,,,0,0,0,0,,,,0,0,0,0,,,,0,0,0,0,0
65,Медицински факултет,Универзитет у Новом Саду,Основне струковне студије радиолошке технологије,Основне струковне,180,Медицинске науке,Струковни медицински радиолог,88000,2000,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
65,Медицински факултет,Универзитет у Новом Саду,Мастер академске студије медицинске рехабилитације,Мастер академске,60,Медицинске науке,Мастер терапеут,88000,2000,,,,,,,0,,,,,,,0,,,,,,,0,0,0,0,0
156,Ректорат,Универзитет у Новом Саду,Примењена статистика,Мастер академске,120,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Мастер примењене статистике ,80000,2000,0,2,,,,,2,5,15,,,,,20,0,0,,,,,0,22,5,24,512
156,Ректорат,Универзитет у Новом Саду,Родне студије_мастер,Мастер академске,60,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Мастер родних студија,66000,2300,0,,,,,,0,2,,,,,,2,0,,,,,,0,2,3,0,45
62,Факултет техничких наука,Универзитет у Новом Саду,Управљање ризиком од катастрофалних догађаја и пожара (OAS),Основне академске,240,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Дипломирани инжењер заштите од катастрофалних догађаја и пожара,90000,2000,20,20,27,44,,,111,9,7,7,15,,,38,0,0,0,0,,,0,149,9,4711,828
62,Факултет техничких наука,Универзитет у Новом Саду,"Сценска архитектура, техника и дизајн (OAS)",Основне академске,240,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије","Дипломирани инжењер сценске архитектуре, технике и дизајна",100000,2000,11,16,16,22,,,65,14,3,2,0,,,19,1,0,0,0,,,1,85,7,3038,747
62,Факултет техничких наука,Универзитет у Новом Саду,Графичко инжењерство и дизајн (OAS),Основне академске,240,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Дипломирани инжењер графичког инжењерства и дизајна,90000,2000,51,83,68,111,,,313,43,9,22,1187,,,1261,0,0,0,0,,,0,1574,65,14522,4022
62,Факултет техничких наука,Универзитет у Новом Саду,Мехатроника (OAS),Основне академске,240,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Дипломирани инжењер мехатронике,90000,2000,50,48,53,62,,,213,76,32,9,70,,,187,0,0,0,0,,,0,400,36,8963,3656
62,Факултет техничких наука,Универзитет у Новом Саду,Анимација у инжињерству (OAS),Основне академске,240,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Дипломирани инжењер рачунарске графике,90000,2000,31,31,36,77,,,175,38,36,20,58,,,152,0,0,0,0,,,0,327,12,7835,2613
